ebay_id,title,location,condition,artist,release_year,image_url,sleeve_grading,record_grading,sold_date,sold,shipping_cost,image_file,label
176348681589.0,"DEEP PURPLE / P-10130W / ""Machine Head"" CELAN JAPAN reissue w/ OBI & insert","Located in: Petaluma, California, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Deep Purple,1976,https://i.ebayimg.com/images/g/YLgAAOSwWqhmEZ65/s-l1600.webp,Excellent (EX),Near Mint (NM or M-),"May 01, 2024 18:30:00 PDT",18.5,4.0,YLgAAOSwWqhmEZ65_s-l1600.webp,Deep Purple
176314704427.0,Rolling Stones More Hot Rocks Big Hits & Fazed Cookies 1st ED '72 Insert VG+/VG+,"Located in: Pacifica, California, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1972,https://i.ebayimg.com/images/g/UIAAAOSwDuZmCw-K/s-l500.webp,Very Good Plus (VG+),Very Good Plus (VG+),,15.0,5.5,UIAAAOSwDuZmCw-K_s-l500.webp,Non Searched
226096758422.0,ROLLING STONES Hot Rocks 2 LP  London 2PS 606/7 EX/VG+ Vinyl Record  w/inners,"Located in: Sarasota, Florida, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,"The Rolling Stones, See Description",,https://i.ebayimg.com/images/g/asAAAOSwXidmHwMc/s-l500.webp,Very Good Plus (VG+),Excellent (EX),,19.98,5.98,asAAAOSwXidmHwMc_s-l500.webp,Rolling Stones
335372212497.0,DEEP PURPLE MACHINE HEAD WARNER BROS. P10130W JAPAN VINYL LP,"Located in: Shibuya, Tokyo, Japan",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,DEEP PURPLE,,https://i.ebayimg.com/images/g/cKIAAOSwSudmM3PA/s-l1600.webp,E-,E-,"May 08, 2024 18:11:20 PDT",6.99,18.0,cKIAAOSwSudmM3PA_s-l1600.webp,Deep Purple
355536742299.0,The Rolling S tones Hot Rocks 1964 - 1971 LP 1971 2PS  w/Both Inner Sleeves G/f,"Located in: Tellico Plains, Tennessee, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1971,https://i.ebayimg.com/images/g/zzcAAOSwy~ll79TN/s-l500.webp,Very Good Plus (VG+),Very Good Plus (VG+),,12.22,4.87,zzcAAOSwy~ll79TN_s-l500.webp,Rolling Stones
335366795662.0,DEEP PURPLE MACHINE HEAD WARNER BROS. P8224W JAPAN VINYL LP,"Located in: Shibuya, Tokyo, Japan",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,DEEP PURPLE,,https://i.ebayimg.com/images/g/S5kAAOSww3tmK4UP/s-l500.webp,E-,E-,"May 05, 2024 18:06:16 PDT",6.99,18.0,S5kAAOSww3tmK4UP_s-l500.webp,Deep Purple
156162206993.0,THE ROLLING STONES ◆ HOT ROCKS 1964-1971    ABKCO 2 LP SET ◆ NM DIGITAL REMASTER,"Located in: Denville, New Jersey, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Rolling Stones,1971,https://i.ebayimg.com/images/g/dxIAAOSwLQtmFwPL/s-l500.webp,Excellent (EX),Near Mint (NM or M-),,15.99,5.99,dxIAAOSwLQtmFwPL_s-l500.webp,Rolling Stones
166726634955.0,"The Rolling Stones - Hot Rocks 1964-1971 (12"" LP Vinyl Record) (V8)","Located in: Swansea, United Kingdom",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,2020,https://i.ebayimg.com/images/g/~JUAAOSwl~lmJkRD/s-l1600.webp,Very Good Plus (VG+),Very Good (VG),"Apr 29, 2024 04:07:01 PDT",14.5,13.69,~JUAAOSwl~lmJkRD_s-l1600.webp,Rolling Stones
116162805245.0,The Rolling Stones Hot Rocks 1964-1971 2 Lp Vinyl Record VG,"Located in: Hamburg, Pennsylvania, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1971,https://i.ebayimg.com/images/g/FLoAAOSw6UZmLkya/s-l1600.webp,,,,11.75,,FLoAAOSw6UZmLkya_s-l1600.webp,Rolling Stones
386727356283.0,"The Rolling Stones: Hot Rocks (1964-1971) Vinyl Record LP 12"" XZAL11015CJ CR9181","Located in: Brooklyn, New York, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1971,https://i.ebayimg.com/images/g/quUAAOSwjilludrb/s-l1600.webp,Fair (F),Very Good (VG),,19.99,,quUAAOSwjilludrb_s-l1600.webp,Rolling Stones
294934101569.0,"You pick - 60's, 70's & 80's Rock Records Vinyl LP - Multiple Titles","Located in: Hempstead, New York, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,"Janice Joplin, Bob Dylan, Boston, Eagles, Eric Clapton, Fleetwood Mac, Genesis, Roxy Music, The Byrds, The Kinks, The Rolling Stones",,https://i.ebayimg.com/images/g/Js0AAOSwauZiXhDi/s-l500.webp,,,,5.0,5.0,Js0AAOSwauZiXhDi_s-l500.webp,Non Searched
326098592116.0,The Rolling Stones / Hot Rocks 1964-71-Classic Rock-1971 OG Compilation,"Located in: Warren, Michigan, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1971,https://i.ebayimg.com/images/g/IM8AAOSwanlmJWfr/s-l1600.webp,Very Good (VG),Very Good (VG),"Apr 28, 2024 12:31:39 PDT",8.58,4.13,IM8AAOSwanlmJWfr_s-l1600.webp,Rolling Stones
315311846226.0,The Rolling Stones Hot Rocks 1964-1971 2X LP Vinyl Record London 2PS 606/7,"Located in: Circle Pines, Minnesota, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1971,https://i.ebayimg.com/images/g/ZmQAAOSwia9l~iUo/s-l1600.webp,Worn (W),Good (G),,14.99,4.87,ZmQAAOSwia9l~iUo_s-l1600.webp,Rolling Stones
176225255565.0,London Records The Rolling Stones - Hot Rocks 1964-1971 Vinyl LP 1971 w/ Insert,"Located in: Warren, Michigan, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1971,https://i.ebayimg.com/images/g/kksAAOSwADNlwVQJ/s-l500.webp,,,,15.0,12.45,kksAAOSwADNlwVQJ_s-l500.webp,Rolling Stones
335362287982.0,DEEP PURPLE MACHINE HEAD WARNER BROS. P8224W JAPAN OBI VINYL LP,"Located in: Shibuya, Tokyo, Japan",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,DEEP PURPLE,,https://i.ebayimg.com/images/g/ZTIAAOSwxp1mJ3yg/s-l1600.webp,VG+,E-,"May 01, 2024 18:04:32 PDT",16.5,18.0,ZTIAAOSwxp1mJ3yg_s-l1600.webp,Deep Purple
166703000545.0,The Rolling Stones More Hot Rocks VG Vinyl LP Album Big Hits & Fazed Cookies VTG,"Located in: Bakersfield, California, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1972,https://i.ebayimg.com/images/g/FI0AAOSwY-VmFKdY/s-l1600.webp,,,,14.99,4.87,FI0AAOSwY-VmFKdY_s-l1600.webp,Non Searched
395340962612.0,Deep Purple - Machine Head 1972 USA Gatefold Orig. Vinyl LP VG+/VG,"Located in: Blairsville, Georgia, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Deep Purple,1972,https://i.ebayimg.com/images/g/0BUAAOSwvftmHUiZ/s-l500.webp,Very Good (VG),Very Good Plus (VG+),,18.0,5.95,0BUAAOSwvftmHUiZ_s-l500.webp,Deep Purple
235288093898.0,Deep Purple – Machine Head - Original 1972 Vinyl LP Record Album with Poster,"Located in: Wilkes-Barre, Pennsylvania, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Deep Purple,1972,https://i.ebayimg.com/images/g/MPkAAOSwpmxlSpp4/s-l500.webp,Very Good (VG),Very Good (VG),,39.97,7.45,MPkAAOSwpmxlSpp4_s-l500.webp,Deep Purple
335370039953.0,DEEP PURPLE Machine Head vinyl 1972 Warner First Press Green label Poster NM/VG+,"Located in: Winter Springs, Florida, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Deep Purple,1972,https://i.ebayimg.com/images/g/q4EAAOSwVVZmLqj~/s-l500.webp,Very Good Plus (VG+),Near Mint (NM or M-),,29.5,5.0,q4EAAOSwVVZmLqj~_s-l500.webp,Deep Purple
285820100522.0,"The Rolling Stones, Hot Rocks 64-71, 1971 Comp., London records, 2ps-606/07, VG+","Located in: Willow Grove, Pennsylvania, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1971,https://i.ebayimg.com/images/g/-NsAAOSw519mIX0E/s-l1600.webp,Very Good Plus (VG+),Very Good Plus (VG+),,27.95,6.25,-NsAAOSw519mIX0E_s-l1600.webp,Rolling Stones
315314488817.0,The Rolling Stones - More Hot Rocks (Big Hits & Fazed Cookies) [VINTAG Vinyl LP],"Located in: Circleville, Ohio, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,"The Rolling Stones, Rolling Stones",1972,https://i.ebayimg.com/images/g/1eEAAOSwwIVmJoiF/s-l500.webp,Good Plus (G+),Near Mint (NM or M-),"Apr 29, 2024 08:57:34 PDT",10.0,4.87,1eEAAOSwwIVmJoiF_s-l500.webp,Non Searched
204769237404.0,THE ROLLING STONES HOT ROCKS 1964 - 1971 RECORD VINYL ALBUM LP ORIGINAL LONDON,"Located in: Wheeling, West Virginia, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1971,https://i.ebayimg.com/images/g/8HIAAOSwPWFl7jlR/s-l500.webp,Good (G),Good (G),"May 03, 2024 07:03:43 PDT",8.0,6.0,8HIAAOSwPWFl7jlR_s-l500.webp,Rolling Stones
235064124393.0,The Rolling Stones Hot Rocks 1964-1971 2 lps Rock Record lp original vinyl album,"Located in: San Diego, California, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,,https://i.ebayimg.com/images/g/1PMAAOSwkWpkl1Wt/s-l500.webp,See Chart Below,See Chart Below,,26.0,,1PMAAOSwkWpkl1Wt_s-l500.webp,Rolling Stones
266560905580.0,"The Rolling Stones, Hot Rock '64-'71 LONDON - 2XLPs","Located in: Far Rockaway, New York, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,,https://i.ebayimg.com/images/g/YD8AAOSwz7lldyQ4/s-l500.webp,Good Plus (G+),Very Good Plus (VG+),,15.0,,YD8AAOSwz7lldyQ4_s-l500.webp,Rolling Stones
156181693544.0,FIRST PRESS(JPN) DEEP PURPLE MACHINE HEAD P-8224W VINYL JAPAN LP OBI,"Located in: Kanazawa, Japan",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Deep Purple,1984,https://i.ebayimg.com/images/g/dqIAAOSwjqlmKbzK/s-l1600.webp,Very Good (VG),Very Good Plus (VG+),"May 05, 2024 17:55:01 PDT",6.66,25.0,dqIAAOSwjqlmKbzK_s-l1600.webp,Deep Purple
145748961114.0,Deep Purple - Machine Head - 1972 Vinyl LP - Warner Bros.  BS 2607 Gatefold,"Located in: Arlington, Virginia, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Deep Purple,1972,https://i.ebayimg.com/images/g/yyEAAOSwwc1l07-0/s-l500.webp,Very Good (VG),Very Good Plus (VG+),"May 05, 2024 13:08:29 PDT",5.0,5.0,yyEAAOSwwc1l07-0_s-l500.webp,Deep Purple
364874151696.0,The Rolling Stones Hot Rocks 1964-1971 Original Vinyl Record 2xLP 2PS 606/7 1971,"Located in: Knoxville, Tennessee, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1971,https://i.ebayimg.com/images/g/x6UAAOSwXBlmNPGw/s-l500.webp,,,"May 10, 2024 07:20:33 PDT",6.0,4.87,x6UAAOSwXBlmNPGw_s-l500.webp,Rolling Stones
355674295208.0,DEEP PURPLE MACHINE HEAD - WARNER BROS P-8224W Japan  LP,"Located in: Japan Tokyo, Japan",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,DEEP PURPLE,,https://i.ebayimg.com/images/g/lTkAAOSwrcFmHeUp/s-l500.webp,"Very Good Plus (VG+)  -  wear, stain","Very Good Plus (VG+)  -  slightly mark, EX","May 05, 2024 18:45:35 PDT",5.5,22.0,lTkAAOSwrcFmHeUp_s-l500.webp,Deep Purple
176352999970.0,Deep Purple Lp Machine Head 1972 V. G / Vinyl N. M Original Press,"Located in: Brooklyn, New York, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Deep Purple,1972,https://i.ebayimg.com/images/g/~4EAAOSwO1RmLRxd/s-l500.webp,Very Good (VG),Near Mint (NM or M-),,29.99,4.99,~4EAAOSwO1RmLRxd_s-l500.webp,Deep Purple
256436641685.0,Lot of 2 Deep Purple : Machine Head + Purple Passages Vinyl LPs,"Located in: Harwich, Massachusetts, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Deep Purple,,https://i.ebayimg.com/images/g/jzQAAOSwAQ5l6Dfl/s-l1600.webp,Good (G),Fair (F),,8.0,4.13,jzQAAOSwAQ5l6Dfl_s-l1600.webp,Deep Purple
335370203451.0,DEEP PURPLE MACHINE HEAD LP 1972 WARNER BROTHERS BS 2607 W/ Lyric Insert,"Located in: Eugene, Oregon, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Deep Purple,1972,https://i.ebayimg.com/images/g/OiUAAOSwiGNmLswo/s-l1600.webp,Good (G),Very Good Plus (VG+),,13.99,4.87,OiUAAOSwiGNmLswo_s-l1600.webp,Deep Purple
364861663394.0,DEEP PURPLE MACHINE HEAD WARNER BROS. P8224W JAPAN VINYL LP,"Located in: Shibuya, Tokyo, Japan",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,DEEP PURPLE,,https://i.ebayimg.com/images/g/K9YAAOSwRKxmK3xx/s-l500.webp,VG+,E-,"May 01, 2024 18:23:00 PDT",4.99,18.0,K9YAAOSwRKxmK3xx_s-l500.webp,Deep Purple
116158835832.0,"USED! Deep Purple, ""Machine Head"" Vinyl LP Gatefold Warner Bros BSK-3100 1972","Located in: Plain City, Ohio, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Deep Purple,1972,https://i.ebayimg.com/images/g/plkAAOSwgb9mKbxC/s-l500.webp,Good (G),Good Plus (G+),,9.5,4.87,plkAAOSwgb9mKbxC_s-l500.webp,Deep Purple
235532896343.0,The Rolling Stones ~  More Hot Rocks (Big Hits & Fazed Cookies) 2 LP SET MINT VI,"Located in: South Windsor, Connecticut, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Rolling Stones,,https://i.ebayimg.com/images/g/ulwAAOSwCmNmIPyD/s-l500.webp,Near Mint (NM or M-),Mint(M),,14.95,4.95,ulwAAOSwCmNmIPyD_s-l500.webp,Non Searched
364852424276.0,Japanese Import - Deep Purple - Machine Head - LP - EX/EX condition,"Located in: Poulton-le-Fylde, United Kingdom",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Deep Purple,1972,https://i.ebayimg.com/images/g/XfAAAOSw8SdmFZEB/s-l1600.webp,Excellent (EX),Excellent (EX),"May 01, 2024 11:36:00 PDT",31.0,22.59,XfAAAOSw8SdmFZEB_s-l1600.webp,Deep Purple
386815556693.0,DEEP PURPLE MACHINE HEAD LP VINTAGE ORIGINAL 1972 WARNER BROS.,"Located in: Toledo, Ohio, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,"Deep Purple, Machine Head",1972,https://i.ebayimg.com/images/g/zaYAAOSw2URkzTle/s-l1600.webp,Very Good Plus (VG+),Excellent (EX),,17.99,4.13,zaYAAOSw2URkzTle_s-l1600.webp,Deep Purple
404956757496.0,Deep Purple Machine Head LP Vinyl Warner Bros BS2607 EX/VG Green Label 1972,"Located in: Mill Valley, California, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,"Deep Purple, Machine Head",1972,https://i.ebayimg.com/images/g/Ar8AAOSwqY9mNU7n/s-l500.webp,Very Good (VG),Excellent (EX),,16.97,4.13,Ar8AAOSwqY9mNU7n_s-l500.webp,Deep Purple
315241388395.0,"Deep Purple, machine head, VINYL LP 1972 original U.K A1 B1 1st pressing 8","Located in: Spalding, United Kingdom",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,as title,,https://i.ebayimg.com/images/g/qpoAAOSwiexl~Uhs/s-l500.webp,Very Good (VG),Very Good Plus (VG+),,24.99,21.78,qpoAAOSwiexl~Uhs_s-l500.webp,Deep Purple
305481314336.0,DEEP PURPLE Machine Head 1985 UK PICTURE DISC PRESSING VINYL LP EG2603450,"Located in: London, London, United Kingdom",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Deep Purple,1985,https://i.ebayimg.com/images/g/VAgAAOSw4olmBvBU/s-l500.webp,,Very Good (VG),"May 03, 2024 06:48:45 PDT",26.99,24.0,VAgAAOSw4olmBvBU_s-l500.webp,Deep Purple
145748211176.0,THE ROLLING STONES - HOT ROCKS 1964-1971 - JAPAN VINYL 2LP OBI L28P1822/3,"Located in: Tokyo, Japan",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,,https://i.ebayimg.com/images/g/u3MAAOSwi7VmLgte/s-l500.webp,see item description,,"May 05, 2024 17:27:00 PDT",22.06,15.0,u3MAAOSwi7VmLgte_s-l500.webp,Rolling Stones
226066453438.0,Rolling Stones - DLP - More Hot Rocks (Big Hits Fazed Cookies) USA 1972 -  EX/EX,"Located in: BRISTOL, United Kingdom",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1972,https://i.ebayimg.com/images/g/ZAkAAOSw7rZlLSkj/s-l500.webp,Excellent (EX),Excellent (EX),,49.99,17.74,ZAkAAOSw7rZlLSkj_s-l500.webp,Non Searched
204739313669.0,The Rolling Stones-More Hot Rocks-ABKCO 2PS 626-1972 Vinyl Record LP,"Located in: East Brunswick, New Jersey, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1972,https://i.ebayimg.com/images/g/AU8AAOSwgoJmGNhK/s-l500.webp,Excellent (EX),Excellent (EX),"Apr 17, 2024 17:51:20 PDT",20.4,4.0,AU8AAOSwgoJmGNhK_s-l500.webp,Non Searched
166683748236.0,THE ROLLING STONES Hot Rocks 1964-1971 Vinyl LP London 2PS 606/7 Like New,"Located in: Reading, Pennsylvania, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1971,https://i.ebayimg.com/images/g/vUEAAOSwinNmCtgF/s-l500.webp,,,,19.95,4.87,vUEAAOSwinNmCtgF_s-l500.webp,Rolling Stones
386897617791.0,ROLLING STONES HOT ROCKS 1964/1971 LONDON RECORDS DOUBLE ALBUM,"Located in: Mamaroneck, New York, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,,https://i.ebayimg.com/images/g/KIQAAOSwqyxmCYGA/s-l500.webp,Very Good (VG),Very Good Plus (VG+),"Apr 22, 2024 10:30:01 PDT",10.07,6.38,KIQAAOSwqyxmCYGA_s-l500.webp,Rolling Stones
235533815330.0,DEEP PURPLE MACHINE HEAD WARNER BROS. P6507W JAPAN VINYL LP,"Located in: Shibuya, Tokyo, Japan",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,DEEP PURPLE,,https://i.ebayimg.com/images/g/wtIAAOSwNJxmJ3xH/s-l500.webp,E-,E,"May 01, 2024 18:04:48 PDT",6.99,18.0,wtIAAOSwNJxmJ3xH_s-l500.webp,Deep Purple
402804855159.0,THE ROLLING STONES HOT ROCKS 1964-1971 VINYL VTG DOUBLE LPS GATEFOLD XZAL 11016,"Located in: Winston-Salem, North Carolina, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,1971,https://i.ebayimg.com/images/g/cT8AAOSwb7NggX7w/s-l500.webp,Good (G),Very Good Plus (VG+),,19.99,5.61,cT8AAOSwb7NggX7w_s-l500.webp,Rolling Stones
315274350383.0,CREAM Goodbye POLYDOR LP VG+ uk gatefold l,"Located in: Saint Louis, Missouri, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,See Item Title,,https://i.ebayimg.com/images/g/bpgAAOSw8slmEITN/s-l1600.webp,See Item Description,See Item Description,"Apr 14, 2024 10:59:02 PDT",15.02,5.0,bpgAAOSw8slmEITN_s-l1600.webp,Cream Goodbye
305487558667.0,CREAM GOODBYE LP 1969 ATCO ORIGINAL POSTER GATEFOLD ERIC CLAPTON USA,"Located in: Hoboken, New Jersey, United States",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,Cream,,https://i.ebayimg.com/images/g/cR0AAOSwWt1mC3tL/s-l300.webp,,,"Apr 11, 2024 09:42:00 PDT",12.5,5.5,cR0AAOSwWt1mC3tL_s-l300.webp,Cream Goodbye
266773981335.0,Rolling Stones More Hot Rocks (big hills and fazed cookies) vinyl record,"Located in: Tallahassee, Florida, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,The Rolling Stones,,https://i.ebayimg.com/images/g/pnIAAOSwkt9mIGgT/s-l500.webp,,,"Apr 24, 2024 17:25:52 PDT",5.54,7.16,pnIAAOSwkt9mIGgT_s-l500.webp,Non Searched
315324391234.0,DEEP PURPLE Machine Head WARNER BROS LP VG+ gatefold with lyric poster o,"Located in: Saint Louis, Missouri, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,See Item Title,,https://i.ebayimg.com/images/g/g8QAAOSwqZpmLB4Y/s-l500.webp,See Item Description,See Item Description,"May 05, 2024 10:49:01 PDT",22.1,5.0,g8QAAOSwqZpmLB4Y_s-l500.webp,Deep Purple
315314643954.0,WHO Who Are You MCA LP VG+ n,"Located in: Saint Louis, Missouri, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,See Item Title,,https://i.ebayimg.com/images/g/OB0AAOSwxuNmJprR/s-l1600.webp,See Item Description,See Item Description,"Apr 29, 2024 13:02:53 PDT",10.5,5.0,OB0AAOSwxuNmJprR_s-l1600.webp,The Who
335366801053.0,DEEP PURPLE MACHINE HEAD WARNER BROS. P10130W JAPAN VINYL LP,"Located in: Shibuya, Tokyo, Japan",UsedAn item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,DEEP PURPLE,,https://i.ebayimg.com/images/g/4B4AAOSwaTpmK4b5/s-l500.webp,E-,E-,"May 04, 2024 18:07:06 PDT",6.99,18.0,4B4AAOSwaTpmK4b5_s-l500.webp,Deep Purple
256467663121.0,The Who Vinyl LP Lot Pete Townshend Who Are You Face Dances Its Hard Rock,"Located in: Matawan, New Jersey, United States",Used: An item that has been used previously. See the seller’s listing for full details and ...  Read moreabout the conditionUsed: An item that has been used previously. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab,"Pete Townshend, The Who",,https://i.ebayimg.com/images/g/R~kAAOSw~JJmDWj8/s-l1600.webp,,,"Apr 27, 2024 13:29:12 PDT",31.5,6.35,R~kAAOSw~JJmDWj8_s-l1600.webp,Non Searched
